timestamp,camera_id,label,confidence
2025-08-10 02:35:22,2,horse,0.8252292275428772
2025-08-10 02:35:22,2,horse,0.8307191133499146
2025-08-10 02:35:23,2,horse,0.8334208726882935
2025-08-10 02:35:23,2,horse,0.8275267481803894
2025-08-10 02:35:23,2,horse,0.8037030696868896
2025-08-10 02:35:24,2,horse,0.841229259967804
2025-08-10 02:35:24,2,horse,0.8433127999305725
2025-08-10 02:35:24,2,horse,0.8492424488067627
2025-08-10 02:35:24,2,horse,0.8275548815727234
2025-08-10 02:35:25,2,horse,0.8369526863098145
2025-08-10 02:35:24,2,horse,0.7044373750686646
2025-08-10 02:35:24,2,horse,0.7308229804039001
2025-08-10 02:35:24,2,horse,0.5128633379936218
2025-08-10 02:35:24,2,horse,0.317913293838501
2025-08-10 02:35:25,2,horse,0.41123417019844055
2025-08-10 02:35:25,2,bird,0.48204225301742554
2025-08-10 02:35:25,2,bird,0.5231454968452454
2025-08-10 02:35:25,2,bird,0.6051408052444458
2025-08-10 02:35:26,2,bird,0.7594450116157532
2025-08-10 02:35:26,2,bird,0.8756695985794067
2025-08-10 02:35:25,2,horse,0.8294290900230408
2025-08-10 02:35:25,2,horse,0.8382812738418579
2025-08-10 02:35:25,2,horse,0.8284890055656433
2025-08-10 02:35:25,2,horse,0.8319308757781982
2025-08-10 02:35:26,2,horse,0.8552003502845764
2025-08-10 02:35:26,2,horse,0.8301915526390076
2025-08-10 02:35:26,2,horse,0.7575869560241699
2025-08-10 02:35:27,2,horse,0.7999345660209656
2025-08-10 02:35:27,2,horse,0.7565843462944031
2025-08-10 02:35:27,2,horse,0.8420307636260986
2025-08-10 02:35:26,2,bird,0.8740435242652893
2025-08-10 02:35:27,2,horse,0.4378393888473511
2025-08-10 02:35:27,2,bird,0.29682284593582153
2025-08-10 02:35:27,2,surfboard,0.2904752790927887
2025-08-10 02:35:27,2,dog,0.20683951675891876
2025-08-10 02:35:27,2,dog,0.46088239550590515
2025-08-10 02:35:27,2,surfboard,0.3763599991798401
2025-08-10 02:35:27,2,dog,0.8466693162918091
2025-08-10 02:35:27,2,surfboard,0.18843121826648712
2025-08-10 02:35:28,2,dog,0.907181441783905
2025-08-10 02:35:29,2,bird,0.6699528098106384
2025-08-10 02:35:29,2,bird,0.7511408925056458
2025-08-10 02:35:29,2,bird,0.849152684211731
2025-08-10 02:35:30,2,bird,0.9131150245666504
2025-08-10 02:35:30,2,bird,0.9197683334350586
2025-08-10 02:35:30,2,bird,0.9320723414421082
2025-08-10 02:35:30,2,bird,0.9247536659240723
2025-08-10 02:35:31,2,person,0.593551516532898
2025-08-10 02:35:31,2,person,0.35444191098213196
2025-08-10 02:35:31,2,horse,0.16150985658168793
2025-08-10 02:35:28,2,horse,0.8306799530982971
2025-08-10 02:35:29,2,horse,0.8757537603378296
2025-08-10 02:35:29,2,horse,0.8038839101791382
2025-08-10 02:35:29,2,horse,0.876134991645813
2025-08-10 02:35:30,2,horse,0.8588755130767822
2025-08-10 02:35:30,2,horse,0.8901327848434448
2025-08-10 02:35:30,2,horse,0.8619921207427979
2025-08-10 02:35:30,2,horse,0.8190558552742004
2025-08-10 02:35:31,2,horse,0.8095109462738037
2025-08-10 02:35:31,2,horse,0.8663062453269958
2025-08-10 02:35:31,2,dog,0.5938044786453247
2025-08-10 02:35:31,2,person,0.3337915241718292
2025-08-10 02:35:31,2,surfboard,0.11078805476427078
2025-08-10 02:35:31,2,horse,0.749721348285675
2025-08-10 02:35:31,2,horse,0.6688512563705444
2025-08-10 02:35:32,2,horse,0.8338428139686584
2025-08-10 02:35:32,2,bird,0.8999423980712891
2025-08-10 02:35:32,2,bird,0.8576508164405823
2025-08-10 02:35:32,2,bird,0.7383002042770386
2025-08-10 02:35:33,2,bird,0.8598372936248779
2025-08-10 02:35:31,2,horse,0.8468685150146484
2025-08-10 02:35:31,2,horse,0.8970015048980713
2025-08-10 02:35:32,2,horse,0.9247599840164185
2025-08-10 02:35:32,2,horse,0.9183253049850464
2025-08-10 02:35:32,2,horse,0.9196793437004089
2025-08-10 02:35:32,2,horse,0.9228690266609192
2025-08-10 02:35:33,2,horse,0.905580461025238
2025-08-10 02:35:33,2,horse,0.9265899658203125
2025-08-10 02:35:33,2,horse,0.9131823182106018
2025-08-10 02:35:34,2,horse,0.8786532282829285
2025-08-10 02:35:33,2,person,0.5649686455726624
2025-08-10 02:35:33,2,bird,0.15345649421215057
2025-08-10 02:35:33,2,cow,0.5845137238502502
2025-08-10 02:35:33,2,person,0.2720683813095093
2025-08-10 02:35:34,2,person,0.5752589702606201
2025-08-10 02:35:34,2,cow,0.21527616679668427
2025-08-10 02:35:34,2,person,0.4782067537307739
2025-08-10 02:35:34,2,cow,0.40003150701522827
2025-08-10 02:35:34,2,cow,0.616633951663971
2025-08-10 02:35:34,2,person,0.28295400738716125
2025-08-10 02:35:33,2,bird,0.9124342203140259
2025-08-10 02:35:33,2,bird,0.8832817673683167
2025-08-10 02:35:34,2,bird,0.8795897364616394
2025-08-10 02:35:34,2,bird,0.8776665925979614
2025-08-10 02:35:34,2,bird,0.8388938307762146
2025-08-10 02:35:35,2,bird,0.8235931992530823
2025-08-10 02:35:35,2,bird,0.8423000574111938
2025-08-10 02:35:35,2,bird,0.8545331358909607
2025-08-10 02:35:36,2,bird,0.8539860844612122
2025-08-10 02:35:36,2,bird,0.8899228572845459
2025-08-10 02:35:35,2,cow,0.48478034138679504
2025-08-10 02:35:35,2,cow,0.5512276887893677
2025-08-10 02:35:35,2,cow,0.2879348397254944
2025-08-10 02:35:35,2,person,0.1824628859758377
2025-08-10 02:35:35,2,dog,0.1274450123310089
2025-08-10 02:35:36,2,dog,0.5325949788093567
2025-08-10 02:35:36,2,cow,0.37449637055397034
2025-08-10 02:35:36,2,person,0.21163204312324524
2025-08-10 02:35:36,2,cow,0.6040597558021545
